"id","category","title","content","keywords"
"146","模型评估","信息准则AIC与BIC","AIC（赤池信息准则）和 BIC（贝叶斯信息准则）用于在模型复杂度和拟合度之间权衡。AIC=-2lnL+2k，BIC=-2lnL+k·ln(n)，其中 L 是最大似然值，k 是参数数量，n 是样本数。BIC 对参数数量的惩罚更重，更倾向选简单模型。越小越好。","AIC,BIC,模型选择,最大似然,复杂度惩罚"
"147","模型评估","贝叶斯优化超参数","贝叶斯优化用概率代理模型（如高斯过程）对超参数-目标函数关系建模，通过平衡探索和利用高效搜索超参数空间。比网格搜索和随机搜索使用更少的评估次数找到更好的超参数，特别适合每次训练代价昂贵的深度学习场景。","贝叶斯优化,高斯过程,超参数搜索,探索利用,代理模型"
"148","模型评估","随机搜索调参","随机搜索（RandomizedSearchCV）在超参数空间中随机采样一定数量的组合进行评估，而非穷举网格所有组合。研究表明，当多数超参数对模型影响较小时，随机搜索用相同计算量能探索到比网格搜索更好的区域。适合高维超参数空间和计算资源有限的场景。","随机搜索,超参数,RandomizedSearchCV,网格搜索对比,计算效率"
"149","模型评估","时间序列交叉验证","普通 k 折交叉验证随机打乱数据，不适用于时间序列（未来信息泄露给过去）。时间序列交叉验证采用前向验证（Walk-forward Validation）：训练集只用历史数据，验证集始终在训练集之后，逐步扩展训练窗口，保证验证集与实际预测场景一致，防止数据泄露。","时间序列,前向验证,数据泄露,交叉验证,序列数据"
"150","模型评估","模型可解释性SHAP","SHAP（SHapley Additive exPlanations）基于博弈论 Shapley 值，计算每个特征对单个预测的贡献量。SHAP 值满足效率性、对称性、虚特征性等公理，是模型无关的解释方法，可应用于任何模型。SHAP 摘要图可同时展示特征重要性和特征值方向对预测的影响。","SHAP,可解释性,Shapley值,特征贡献,模型无关"
"151","模型评估","数据泄露与测试集污染","数据泄露是指训练阶段不应有的测试集或未来信息渗入，导致模型评估虚假高分但部署后性能下降。常见形式：用全量数据做标准化再划分（应先划分再标准化）、测试集参与特征选择、时序数据随机划分。防范关键：预处理管道（Pipeline）必须只在训练集上 fit。","数据泄露,测试集污染,Pipeline,标准化,时序划分"
"152","模型评估","校准曲线","校准曲线（Reliability Diagram）检验分类模型概率输出的可靠性：将预测概率分桶，计算每桶内实际正例比例并与预测平均概率对比，理想模型贴近对角线。常用校准方法：Platt Scaling（Sigmoid 变换）和等渗回归。校准对医疗风险评分等场景至关重要。","校准曲线,概率校准,Platt Scaling,等渗回归,可靠性"
"153","模型评估","平均精度AP与mAP","AP（平均精度）是 PR 曲线的面积，对不同召回率下的精确率求平均，是目标检测和信息检索的标准指标。mAP（mean AP）是对所有类别的 AP 求平均，用于多类检测任务评估（如 COCO 数据集）。mAP@0.5 表示 IoU 阈值为 0.5 时的平均精度。","AP,mAP,PR曲线面积,目标检测,IoU"
"154","模型评估","假设检验在ML中的应用","对比两个模型性能时，单次评估结果可能受随机性影响，需要假设检验判断差异是否显著。常用方法：McNemar 检验（比较两个分类器的错误率差异）、t 检验（比较多次交叉验证分数均值）。p 值小于 0.05 通常认为差异有统计显著性，但应结合效应量和实际意义判断。","假设检验,McNemar检验,t检验,显著性,p值"
"155","模型评估","累积增益曲线","累积增益曲线（Gains Curve）和提升曲线（Lift Curve）常用于营销建模评估：按模型预测概率从高到低对客户排序，计算按比例取前 x% 人群中能覆盖多少目标用户。提升度 = 模型覆盖率 / 随机覆盖率。帮助决策者在资源有限时制定精准触达策略。","累积增益曲线,提升曲线,Lift,营销建模,排序模型"
"156","特征工程","目标编码Target Encoding","目标编码用类别特征的目标变量均值替换该类别的取值（如将城市编码为该城市用户的平均消费额）。比独热编码更紧凑，能捕捉类别与目标的关联，对高基数类别特征非常有效。风险是目标泄露，需通过交叉验证或加入贝叶斯平滑防止过拟合。","目标编码,Target Encoding,高基数类别,贝叶斯平滑,目标泄露"
"157","特征工程","特征交叉","特征交叉将两个或多个特征组合为新特征（如城市×职业、年龄段×性别），以捕捉特征之间的交互效应。线性模型通过特征交叉可模拟非线性关系。Wide & Deep 模型中 Wide 部分专门学习交叉特征，DeepFM 用因子分解机自动建模二阶特征交叉。","特征交叉,交互效应,Wide&Deep,因子分解机,非线性"
"158","特征工程","特征哈希","特征哈希（Hashing Trick）将高维类别特征通过哈希函数映射到固定维度的向量，无需事先建立类别词典，内存占用可控。主要缺点是哈希碰撞（两个不同类别映射到同一维度），可通过增大哈希维度或多个哈希函数缓解。广泛用于在线学习和文本分类。","特征哈希,哈希技巧,哈希碰撞,高维类别,在线学习"
"159","特征工程","分桶离散化","分桶（Binning）将连续特征划分为若干区间（桶）转为离散特征，降低噪声敏感性，赋予线性模型一定非线性能力。等宽分桶：桶的宽度相等；等频分桶：每桶样本数相等，对偏态分布更鲁棒；基于决策树分裂点的分桶依据与目标的关系划分。","分桶离散化,等宽分桶,等频分桶,连续特征,离散化"
"160","特征工程","SMOTE过采样","SMOTE（合成少数类过采样技术）针对类别不平衡，通过在少数类样本及其 K 近邻之间的连线上随机插值生成新的合成样本。优于简单随机复制（不引入新信息）。变体：Borderline-SMOTE 只在决策边界附近过采样；ADASYN 根据学习难度动态调整过采样数量。","SMOTE,过采样,合成样本,少数类,类别不平衡"
"161","特征工程","随机欠采样","欠采样通过减少多数类样本数量来平衡类别分布。随机欠采样简单粗暴，可能丢失有用信息。改进方法：Tomek Links 删除多数类中与少数类最接近（边界混淆）的样本；ENN（编辑最近邻）删除被邻居错分的多数类样本；NearMiss 选择距少数类最近的多数类样本保留。","欠采样,Tomek Links,ENN,NearMiss,类别不平衡"
"162","特征工程","时序特征工程","时序特征工程从时间戳中提取信息：时间分量（年/月/日/时/星期）、是否节假日；滞后特征（t-1、t-2 的历史值）；滚动统计（过去 n 天的均值、方差、最大值）；差分特征（去除趋势）。周期性特征常用 sin/cos 编码使头尾连续。是时间序列预测的核心。","时序特征,滞后特征,滚动统计,差分,周期编码"
"163","特征工程","主题模型LDA","LDA（隐狄利克雷分布）是无监督的文档主题模型：假设每篇文档是多个主题的混合，每个主题是词语的概率分布，用 EM 或变分推断学习文档-主题分布和主题-词分布。输出是每个文档的主题分布向量，可作为文本特征，常用于文档分类、信息检索和内容推荐。","LDA,主题模型,文档主题分布,狄利克雷,文本特征"
"164","特征工程","Word2Vec原理","Word2Vec 通过神经网络将词映射为稠密向量（词嵌入），使语义相近的词向量距离相近。两种架构：CBOW（用上下文词预测中心词）和 Skip-gram（用中心词预测上下文词，对低频词更好）。训练技巧：负采样（Negative Sampling）和层次 Softmax 降低计算复杂度。","Word2Vec,词嵌入,CBOW,Skip-gram,负采样"
"165","特征工程","互信息特征选择","互信息（Mutual Information）衡量特征 X 与目标 Y 之间共享的信息量，值越大特征对目标的预测价值越高。比皮尔逊相关系数更强大：能检测非线性依赖关系，适用于离散和连续变量。scikit-learn 的 mutual_info_classif 可直接调用于分类任务。","互信息,特征选择,信息论,非线性依赖,特征价值"
"166","特征工程","方差过滤法","方差过滤是最简单的特征选择方法：删除方差低于阈值的特征（如所有样本值几乎相同的常量特征）。思路是方差太低的特征对模型几乎不提供信息。适合作为特征工程第一步快速去除冗余特征，在此基础上再做更复杂的筛选。","方差过滤,低方差特征,特征选择,常量特征,预处理"
"167","特征工程","皮尔逊相关系数","皮尔逊相关系数 r 衡量两个连续变量之间的线性相关程度，范围 [-1,1]：r=1 完全正相关，r=-1 完全负相关，r=0 无线性相关。特征选择中可删除与目标相关性低的特征，或删除特征间高度相关（|r|>0.9）的冗余特征之一。注意：皮尔逊只检测线性关系，对非线性依赖无效。","皮尔逊相关系数,线性相关,特征筛选,相关矩阵,冗余特征"
"168","特征工程","递归特征消除RFE","RFE（递归特征消除）是包裹法特征选择：先训练模型获取特征重要性，删除最不重要的若干特征，重新训练，重复直到剩余特征数达到目标数量。常结合交叉验证（RFECV）自动确定最优特征数量。优点是基于模型性能选择特征，缺点是计算量大（需多次训练）。","RFE,递归特征消除,特征重要性,包裹法,RFECV"
"169","特征工程","特征归约综述","特征归约分为特征选择（选出原始特征子集，保持可解释性）和特征提取（将原始特征变换为新的低维特征，如 PCA、自编码器）。选择保留原始语义，适合需要解释的场景；提取能构造更强表示但损失可解释性。实际工程中两者常结合使用，先过滤再提取。","特征归约,特征选择,特征提取,PCA,可解释性"
"170","特征工程","特征重要性评估方法","特征重要性有多种衡量方式：树模型内置重要性（基于分裂增益或节点杂质减少）；排列重要性（Permutation Importance，随机打乱某特征后性能下降量）；SHAP 值（基于博弈论的精确分配）；系数绝对值（线性模型特征标准化后）。不同方法可能给出不同排名，需综合判断。","特征重要性,排列重要性,SHAP,树模型,线性模型"
"171","神经网络","Transformer基本架构","Transformer 完全基于注意力机制，由编码器和解码器堆叠而成（各 N 层）。每层含多头自注意力（Multi-Head Self-Attention）、前馈网络（FFN）、残差连接和层归一化（LayerNorm）。编码器处理输入序列，解码器生成输出序列，通过交叉注意力连接两者。已取代 RNN/LSTM 成为 NLP 主流架构。","Transformer,自注意力,多头注意力,编码器,解码器"
"172","神经网络","自注意力机制","自注意力通过 Q（查询）、K（键）、V（值）三组向量计算序列中每个位置对其他位置的注意力权重：Attention(Q,K,V)=softmax(Q·K^T/sqrt(dk))·V，除以 sqrt(dk) 防止点积过大导致梯度消失。每个位置的输出是所有位置 V 的加权和，允许直接捕捉任意距离的长程依赖。","自注意力,Query-Key-Value,注意力权重,长程依赖,Transformer"
"173","神经网络","多头注意力","多头注意力将 Q、K、V 线性投影到 h 个不同子空间，并行计算 h 组注意力，将结果拼接后再线性变换输出。不同的头可以从不同角度（位置、语义、语法）捕捉特征，增强模型表达能力。多头注意力是 Transformer 编码器和解码器每层的核心组件。","多头注意力,注意力头,子空间,并行注意力,Transformer"
"174","神经网络","位置编码","Transformer 的自注意力本身无法区分序列中元素的位置（置换等变），因此需要位置编码注入位置信息。原始 Transformer 用正弦/余弦函数的不同频率编码。现代模型常用可学习的位置嵌入（BERT）或旋转位置编码（RoPE，LLaMA）。","位置编码,正弦余弦,可学习嵌入,RoPE,序列位置"
"175","神经网络","BERT预训练模型","BERT（双向编码器表示来自Transformer）通过两个预训练任务学习深层双向上下文表示：遮蔽语言模型（MLM，随机掩盖 15% 词并预测）和下一句预测（NSP，判断两句是否连续）。微调时在预训练权重基础上加任务头，少量标注数据即可达到 SOTA。开创了预训练+微调范式。","BERT,双向Transformer,MLM,NSP,预训练微调"
"176","神经网络","迁移学习原理","迁移学习将在大规模数据（源域）上学到的知识迁移到数据稀缺的目标任务。常见策略：特征提取（冻结预训练层，只训练新加的分类头）；全量微调（在预训练权重基础上用小学习率端到端更新所有层）；部分微调（只解冻最后几层）。ImageNet 预训练+微调是计算机视觉标配方法。","迁移学习,预训练,微调,特征提取,源域目标域"
"177","神经网络","残差连接ResNet","ResNet（残差网络）引入跳跃连接：将层的输入直接加到输出 F(x)+x，学习残差 F(x)=H(x)-x 而非直接学映射 H(x)。优点：梯度可以直接通过跳跃连接反传，大幅缓解深网络的梯度消失问题，使 100+ 层网络训练成为可能。残差连接已成为深度网络的标准组件。","残差连接,ResNet,跳跃连接,梯度消失,残差学习"
"178","神经网络","生成对抗网络GAN","GAN 由生成器（G）和判别器（D）相互博弈训练：G 从随机噪声生成假数据企图欺骗 D，D 区分真实数据与 G 的输出，两者交替训练达到纳什均衡，G 能生成以假乱真的数据。应用：图像生成（StyleGAN）、图像转换（CycleGAN）、数据增强。训练稳定性是主要挑战。","GAN,生成器,判别器,纳什均衡,模式崩溃"
"179","神经网络","变分自编码器VAE","VAE 在普通自编码器基础上引入概率约束：编码器不输出确定向量而是输出隐变量的均值和方差，通过重参数技巧从该分布采样，解码器重建输入。损失=重建误差+KL 散度（约束隐空间接近标准正态分布）。VAE 的隐空间连续且结构化，支持插值和随机生成。","VAE,变分自编码器,重参数技巧,KL散度,隐空间"
"180","神经网络","权重初始化策略","权重初始化对训练稳定性影响极大：全零初始化导致对称性无法打破；随机正态分布初始化对深网络易造成梯度消失/爆炸。Xavier 初始化（适配 Sigmoid/Tanh）：方差=2/(fan_in+fan_out)；He 初始化（适配 ReLU）：方差=2/fan_in，使各层输出方差在前向/反向传播中保持稳定。","权重初始化,Xavier初始化,He初始化,对称性打破,梯度稳定"
"181","神经网络","学习率调度策略","学习率调度在训练过程中动态调整学习率。常见策略：阶梯衰减（每隔若干 epoch 乘以衰减因子）；余弦退火（学习率按余弦函数周期性变化，适合重新激活停滞模型）；One-Cycle Policy（先线性升后余弦降，快速收敛）；Warmup（初始阶段小学习率防止发散）。","学习率调度,余弦退火,阶梯衰减,Warmup,One-Cycle"
"182","神经网络","知识蒸馏","知识蒸馏用大型教师模型的软标签（输出概率分布）训练小型学生模型，使学生不仅学正确答案还学教师对各类别的置信度分布（携带类别间关系信息）。损失=硬标签损失+KL 散度（学生与教师软标签之差，用温度 T 控制软化程度）。广泛用于模型轻量化部署。","知识蒸馏,教师模型,学生模型,软标签,温度参数"
"183","神经网络","深度可分离卷积","深度可分离卷积将标准卷积分解为逐深度卷积（每个通道独立做空间卷积）和逐点卷积（1×1 卷积做通道融合）。计算量约为标准卷积的 1/k^2（k 为卷积核大小），大幅减少参数和 FLOPs，是 MobileNet 等轻量化网络的核心组件。","深度可分离卷积,逐深度卷积,逐点卷积,MobileNet,轻量化"
"184","神经网络","图神经网络GNN基础","GNN 将深度学习扩展到图结构数据，通过消息传递机制让节点聚合邻居信息更新自身表示。多层 GNN 捕捉多跳邻域信息。应用：社交网络分析、分子性质预测、推荐系统。代表模型：GCN（图卷积网络）、GAT（图注意力网络）、GraphSAGE（邻居采样聚合）。","GNN,图神经网络,消息传递,节点表示,GCN"
"185","神经网络","数据增强在深度学习中的应用","数据增强通过对训练样本做随机变换扩充数据集、防止过拟合。图像常用：随机翻转、旋转、裁剪、颜色抖动、Mixup（两图加权混合）、CutMix（区域替换）、AutoAugment（自动搜索最优增强策略）。文本常用：同义词替换、回译、随机插入删除。增强应只在训练时使用。","数据增强,随机翻转,Mixup,CutMix,AutoAugment"
"186","神经网络","批量归一化的推理过程","BatchNorm 训练时对每个 mini-batch 的各特征维度做零均值单位方差归一化，再用可学习参数 gamma、beta 缩放平移。推理时不能再依赖 batch 统计量，改用训练期间累积的滑动均值和方差作为固定统计量。模型 eval() 模式会切换到该行为，这是部署时的重要细节。","BatchNorm,训练模式,推理模式,滑动均值,eval模式"
"187","神经网络","Dropout的训练与推理区别","训练时 Dropout 以概率 p 随机将神经元输出置 0（并将剩余输出缩放 1/(1-p) 保持期望不变），强迫网络学习冗余表示，防止过拟合。推理时关闭 Dropout，使用所有神经元，相当于对大量子网络做了集成。推理时若忘记调用 model.eval()，预测结果会因随机性而不稳定。","Dropout,训练推理,随机失活,集成效果,eval模式"
"188","神经网络","神经架构搜索NAS","NAS（神经架构搜索）自动搜索最优网络结构，代替人工设计。搜索策略包括：强化学习（用 RNN 控制器生成网络描述）、进化算法、基于梯度的可微分搜索（DARTS，将离散架构选择松弛为连续权重）。NAS 发现的 EfficientNet 在准确率与效率上均超越手工设计网络。","NAS,神经架构搜索,DARTS,EfficientNet,自动机器学习"
"189","神经网络","词嵌入与预训练发展","词嵌入从静态进化到动态：Word2Vec/GloVe 为每个词分配固定向量，无法区分多义词；ELMo 用双向 LSTM 生成上下文相关嵌入；BERT 用 Transformer 编码器输出深层上下文表示；GPT 系列用自回归 Transformer 生成文本。这一演进推动了 NLP 的飞速发展。","词嵌入,Word2Vec,ELMo,BERT,GPT"
"190","神经网络","注意力池化","普通池化（均值池化/最大池化）对序列所有位置等权或只取最大值，忽略不同位置对任务的重要性差异。注意力池化用一个查询向量与序列各位置计算注意力分数，对各位置的隐状态加权求和，使模型聚焦于更相关的位置。广泛用于文本分类、文档摘要和多实例学习。","注意力池化,加权求和,序列编码,自适应池化,文本分类"
"191","数学基础","特征值与特征向量","对于方阵 A，若 A·x=λ·x（x 不为零向量），则 λ 是特征值，x 是对应的特征向量。特征值分解（EVD）将 A 分解为 Q·Λ·Q^-1，其中 Q 的列是特征向量，Λ 是特征值对角矩阵。协方差矩阵的特征分解是 PCA 的数学基础，最大特征值对应方差最大的方向。","特征值,特征向量,特征分解,PCA,协方差矩阵"
"192","数学基础","正定矩阵","对任意非零向量 x，若 x^T·A·x>0，则 A 为正定矩阵。正定矩阵的所有特征值均为正数，所有主子式行列式为正，可进行 Cholesky 分解。协方差矩阵是半正定的（特征值>=0）。Hessian 矩阵正定说明该点是严格局部最小值。","正定矩阵,特征值,Hessian矩阵,Cholesky分解,局部最小值"
"193","数学基础","矩阵的秩","矩阵的秩是其行空间（或列空间）的维度，等于线性无关的行数（列数）。满秩方阵（秩=行数=列数）可逆；秩亏矩阵不可逆，对应线性方程组无唯一解。SVD 中非零奇异值的个数等于矩阵的秩。低秩近似（截断 SVD）用于数据压缩和噪声去除。","矩阵的秩,行空间,列空间,满秩,低秩近似"
"194","数学基础","凸函数与凸优化","凸函数 f 满足 f(λx+(1-λ)y)≤λf(x)+(1-λ)f(y)，其局部最小值即全局最小值，适合梯度下降。常见凸函数：MSE、交叉熵（线性模型）、L1/L2 正则化项。机器学习中很多损失+正则化的组合是凸的；深度学习损失通常非凸，有多个局部最优。","凸函数,凸优化,全局最小值,梯度下降,非凸问题"
"195","数学基础","拉格朗日乘数法","拉格朗日乘数法将有约束优化问题转化为无约束问题：对于 min f(x) s.t. g(x)=0，构造拉格朗日函数 L(x,λ)=f(x)+λg(x)，对各变量求偏导令其为 0 联立求解。SVM 的间隔最大化通过拉格朗日乘数将原始问题转化为对偶问题求解，引入核技巧。","拉格朗日乘数,约束优化,对偶问题,SVM,KKT条件"
"196","数学基础","KL散度与交叉熵","KL 散度（相对熵）衡量概率分布 P 与 Q 的差异：DKL(P||Q)=Σ P(x)·log(P(x)/Q(x))≥0，不对称。交叉熵 H(P,Q)=H(P)+DKL(P||Q)，当 P 是真实分布（固定）时，最小化交叉熵等价于最小化 KL 散度。深度学习分类损失本质是交叉熵，VAE 中 KL 散度用于约束隐空间。","KL散度,交叉熵,相对熵,信息论,VAE"
"197","数学基础","互信息","互信息 I(X;Y)=H(X)-H(X|Y)=H(Y)-H(Y|X) 衡量知道 Y 后 X 的不确定性减少量。I(X;Y)≥0，当 X 与 Y 相互独立时为 0。互信息在特征选择中用于衡量特征对目标的贡献，可检测非线性依赖，比皮尔逊相关系数更通用。","互信息,信息熵,条件熵,特征选择,非线性依赖"
"198","数学基础","最大似然估计MLE","MLE（极大似然估计）选择使观测数据出现概率最大的参数：θ_MLE=argmax P(Data|θ)。通常对似然函数取对数（对数似然）简化乘积为求和再求极值。线性回归的 MSE 损失可由高斯噪声假设推导出 MLE，逻辑回归的交叉熵由伯努利分布的 MLE 推导。","最大似然估计,MLE,对数似然,参数估计,高斯噪声"
"199","数学基础","最大后验估计MAP","MAP（最大后验估计）结合先验分布和观测数据：θ_MAP=argmax P(Data|θ)·P(θ)。先验 P(θ) 可看作正则化：高斯先验对应 L2 正则化（岭回归），拉普拉斯先验对应 L1 正则化（Lasso）。当先验均匀分布时 MAP=MLE。MAP 在样本量少时比 MLE 更稳定。","MAP,最大后验估计,先验分布,正则化,贝叶斯"
"200","数学基础","EM算法数学原理","EM（期望最大化）算法通过迭代求解含隐变量模型的 MLE：E步固定参数计算隐变量的后验期望（即对数似然的期望 Q 函数）；M步最大化 Q 函数更新参数。两步交替保证对数似然单调不减，直至收敛。高斯混合模型（GMM）的参数估计是 EM 的经典应用。","EM算法,期望最大化,隐变量,GMM,对数似然"
"201","数学基础","泰勒展开在优化中的应用","泰勒展开将函数在某点附近展开为多项式近似：f(x+Δ)≈f(x)+f'(x)·Δ+0.5·f''(x)·Δ^2。梯度下降只用一阶近似（f'），牛顿法用二阶近似（Hessian 矩阵），一步能直接到极小值附近。XGBoost 的目标函数近似正是二阶泰勒展开。","泰勒展开,二阶近似,牛顿法,Hessian矩阵,XGBoost"
"202","数学基础","链式法则与反向传播","链式法则：复合函数 y=f(g(x)) 的导数 dy/dx=dy/dg·dg/dx，是多层神经网络梯度计算的数学基础。反向传播从输出层开始，逐层用链式法则计算各参数的梯度，时间复杂度与前向传播相同。计算图可自动完成反向传播（自动微分框架 PyTorch/TensorFlow 的核心）。","链式法则,反向传播,计算图,自动微分,梯度计算"
"203","数学基础","正态分布与高斯分布","正态分布（高斯分布）N(μ,σ^2) 是最重要的概率分布：概率密度由均值 μ 和标准差 σ 完全决定。68-95-99.7 规则：约 68%/95%/99.7% 的数据落在 μ±σ/μ±2σ/μ±3σ 内。线性回归假设残差服从正态分布，是 MLE 推导 MSE 的前提。","正态分布,高斯分布,均值,标准差,68-95规则"
"204","数学基础","中心极限定理","中心极限定理（CLT）：从任意分布（均值 μ，方差 σ^2）独立同分布抽取 n 个样本，当 n 足够大时，样本均值的分布近似正态分布 N(μ, σ^2/n)。CLT 是统计推断和假设检验的理论基础，解释了为何大量随机变量之和趋向正态分布。","中心极限定理,CLT,样本均值,正态近似,统计推断"
"205","数学基础","大数定律","大数定律（LLN）：当样本量 n 趋向无穷时，样本均值以概率收敛到总体期望 E(X)。弱大数定律保证依概率收敛，强大数定律保证几乎必然收敛。这是机器学习中用有限样本估计期望（经验风险逼近期望风险）的理论保证，也是 SGD 的正确性基础。","大数定律,LLN,样本均值,期望,经验风险"
"206","数学基础","伯努利分布与二项分布","伯努利分布 B(1,p)：单次试验两种结果（成功/失败），P(X=1)=p，是逻辑回归输出的概率模型。二项分布 B(n,p)：n 次独立伯努利试验中成功次数的分布，P(X=k)=C(n,k)·p^k·(1-p)^(n-k)，均值=np，方差=np(1-p)。分类损失交叉熵由伯努利分布的负对数似然推导。","伯努利分布,二项分布,逻辑回归,交叉熵,离散分布"
"207","数学基础","多元高斯分布","多元高斯分布 N(μ,Σ) 是正态分布在高维空间的推广：概率密度由均值向量 μ（d 维）和协方差矩阵 Σ（d×d）完全决定。等高线为椭圆，协方差矩阵描述各维度的方差和相关性。高斯混合模型（GMM）是多个多元高斯的加权和，是 EM 算法的典型应用场景。","多元高斯,协方差矩阵,GMM,高维概率,椭圆等高线"
"208","数学基础","蒙特卡洛方法","蒙特卡洛（MC）方法通过大量随机采样来估计数学期望或积分：E[f(X)]≈(1/n)Σf(xi)，其中 xi 从 X 的分布采样。样本越多估计越精确（误差~1/sqrt(n)）。在 ML 中用于：贝叶斯后验近似（MCMC）、强化学习的策略评估、VAE 训练中的积分估计。","蒙特卡洛,随机采样,期望估计,MCMC,贝叶斯"
"209","数学基础","动量法与Adam数学分析","动量法引入历史梯度的加权平均：v=β·v+(1-β)·g，参数更新 θ←θ-α·v，减小梯度震荡。Adam 同时维护一阶矩（梯度均值）和二阶矩（梯度方差），用方差归一化各参数学习率，并做偏差校正。Adam 综合了 Momentum 和 RMSprop 的优点。","动量法,Adam,一阶矩,二阶矩,自适应学习率"
"210","数学基础","L1正则化与稀疏性原理","L1 正则化产生稀疏解的几何原因：L1 正则项的约束域是菱形（顶点在坐标轴上），等高椭圆（损失函数）与菱形最先在顶点（某维度为 0）相切，使多数权重精确等于 0。L2 约束域是圆球，切点不在坐标轴，权重收缩但不为 0。稀疏性使模型可解释且计算高效。","L1正则化,稀疏性,几何解释,菱形约束,Lasso"
"211","数学基础","矩阵求导","矩阵求导是神经网络梯度推导的基础。标量对向量求导：∂(w^T·x)/∂w=x；∂(x^T·A·x)/∂x=(A+A^T)·x（A 对称时=2Ax）。损失对权重矩阵 W 的导数用链式法则逐层传递。分子布局与分母布局（梯度形状约定）需统一，混淆会导致形状错误。","矩阵求导,标量对向量,梯度,链式法则,神经网络"
"212","数学基础","概率图模型基础","概率图模型用图表示变量间的概率依赖关系。有向图（贝叶斯网络）：有向边表示条件依赖，联合概率=各节点在父节点条件下的概率之积，用于因果建模（朴素贝叶斯是特殊贝叶斯网络）。无向图（马尔可夫随机场）：边表示潜在相关，常用于图像标注。","概率图模型,贝叶斯网络,马尔可夫随机场,有向图,条件独立"
"213","数学基础","数值稳定性","数值稳定性是实现 ML 算法时必须考虑的工程问题。浮点数下溢：很小的概率连乘趋向 0，需用对数域计算（log 概率相加代替概率相乘）。数值上溢：exp(x) 当 x 很大时溢出，Softmax 实现时通常先减去最大值。梯度裁剪防止梯度爆炸时数值溢出。","数值稳定性,下溢上溢,对数域,Softmax稳定实现,梯度裁剪"
